영문명,국문명
ASHLEYLIM,애슐리림
ASHROLEN,애쉬로렌
ASICS,아식스
asmade,에즈메이드
AsphaltKint,아스팔트킨트
ASPIVOT,에스파이벗
ASSISTSEOUL,어시스트서울
ASTAROTH,아스타로스
ASURA,아수라
ATFIRSTSIGHT,앳퍼스트사이트
ATHOME,앳홈
Atmoments,엣모먼츠
atthattime,앳댓타임
ATAR,아타르
ATCLIP,엣클립
ATELIERCOLOGNE,아틀리에코롱
ATELIERPARK,아뜰리에파크
atelierR.Lee,아뜰리에알리
AtelierSalondeJoy,아뜰리에살롱드조이
ATELIER901,아뜰리에901
atempo,아템포
ATEMSTUDIO,아텀스튜디오
ATESTUDIOS,에이티이스튜디오스
athe,아떼
athevanessabruno,아떼바네사브루노
ATHEVANESSABRUNOBAG,아떼바네사브루노백
ATHEVANESSABRUNOSHOES,아떼바네사브루노슈즈
ATHPLATFORM,애스플래폼
ATLANTICBEACH,애틀랜틱비치
ATLANTICSTARS,아틀란틱스타즈
ATMSTUDIO,에이티엠스튜디오
atoh,에토
ATOPALM,아토팜
ATRE,아트레
att.,에이티티
ATTICA,아티카
ATTITUDE;L,에티튜드엘
AUBEDEJ,오브드제이
Aubenuit,오브누잇
AUBOUR,아우브아워
audio-technica,오디오테크니카
AugustHarmony,어거스트하모니
AUMNIE,옴니
AURAI,아우라이
Aureola,아우레올라
AuroraShoe,오로라슈즈
Aut.,에이유트
autt,어트
AVAMOLLI,아바몰리
avajar,에이바자르
AVAM,아밤
AVECMOVEMENT,아베크무브먼트
AVECVOUS,아베크부
AVECELO,아베크엘로
AVECMOTO,아벡모토
AVEDA,아베다
Aveeno,아비노
Avene,아벤느
AVOIR,아브아
AVOIRNE,아브아르네
AVOUAVOU,아보아보
AVVISO,아비쏘
AWESOMEDEW,어썸듀
AWESOMEIMAGINATION,어썸이미지네이션
AWESOMENEEDS,어썸니즈
AXELARIGATO,악셀아리가토
AYKASA,아이카사
AYIHOLICcashmere,아이홀릭캐시미어
AYOUNGCOMPANY,아영상사
AYU,아유
AZERO,에이제로
babletwo,비에이블투
BSLASHB,비슬래쉬비
B&SOAP,비앤솝
"B,LINE",비라인
B.FRAME,비프레임
B.MOTTOLIVING,비모토리빙
b.oq,비옥
b1project,비원프로젝트
BAAN,반
BAAN,반
BAANBROWN,반브라운
BABAROSA,바바로사
BABYCENTAUR,베이비센토르
BABY-G,베이비지
backofthemoon,백오브더문
BADFACTORY,배드팩토리
BADEE,배디
BAEBAE,배배
BAEKWOL,백월
BAEKRO,백로
BAEK-YA,백야
BAGTOBASICS,백투베이직스
BAGGU,바구
BAGUE,바그
BAHUS,바후스
BAKESEOUL,베이크서울
BakedAlaska,베이크드알래스카
BAKESOLE,베이크솔
BALANCEWOOD,밸런스우드
BALANSA,발란사
BALANT,발란트
BALCONY,발코니
BALENCIAGA,발렌시아가
Balive,비얼라이브
Ballessimo,발레시모
BALLGAME,볼게임
BALLOP,밸롭
Ballu,발루
BALLUTE,발루트
BALLY,발리
Balmain,발망
BALMUDA,발뮤다
BALSA201,발사201
bamford,뱀포드
BAN.DO,밴도
BANALE,바날레
bananafitlight,바나나핏라이트
bananasisters,바나나시스터즈
BANASILSHOP,바나실샵
BANDALPET,반달펫
BANDATYI,반닫이
BANGAVI,반가비
BANTS,반츠
BAOBAO,바오바오
BARACCA,바라까
barambooks,바람북스
BARBOUR,바버
BARKER,바커
Barr.,바르
Barrel,배럴
BARTERA,바르테라
barton,바튼
BASIX,베이식스
BASQUETEAST,바스켓이스트
Bass,바스
Bastong,바스통
BASTOW,바스토
BathClip,바스클립
BATISTE,바티스트
BAUbyBrideAndYou,비에유바이브라이드앤유
BAUHS,바우스
Bbanzzac,반자크
bb'desoli'de,비비드솔리드
BBYB,비비와이비
BCbybeyondcloset,비욘드클로젯
BEBORNOF,비본오프
bemymood,비마이무드
BEPOLES,비폴스
BeREADY,비레디
be;comfort,비컴포트
Beardedkid,비얼디드키드
Beaubar,뷰바
BEAUDIANI,뷰디아니
BEAUTEK,보텍
Beautybeginning,뷰티비기닝
Beautybar&Beaura,뷰티바&비오라
beautymakers,뷰티메이커스
BeautypiaK,뷰티피아케이
BEBEDECO,베베데코
Bebello,베벨로
bebio,비바이오
BEBUMS,비범스
BEDFORD11TH,베드포드11
BEGIN2.0.2,비긴2.0.2
beheder,비헤더
BEIGIC,베이지크
BEKLARE,비클레어
BELIER,벨리에
BELLBOY,벨보이
BELLELIFE,벨라이프
Bellief,벨리프
Belluet,벨룻
BELVEDERE,벨베데레
belysa,베리사
BEMUSEMANSION,비뮤즈맨션
BENDAVIS,벤데이비스
benaco&fontana,베나코앤폰타나
BENEFIT,베네피트
BENEL,베넬
BENFIX,벤픽스
BENIBLA,베니블라
BENSIMON,벤시몽
beplain,비플레인
BERTUCCI,베르투치
betterday,베러데이
betterthanalcohol,베러댄알콜
BETTERKIND,베터카인드
BETTERS&,베럴즈앤
bettersome,베러썸
beyerdynamic,베이어다이나믹
BeyondClosetcollection,비욘드클로젯컬렉션
BGBERLIN,비지베를린
BIBIEM,비비엠
BIBINIQUE,비비니끄
bibyseob,바이바이섭
BICE,비체
BICYCLETROPHY,바이시클트로피
bienapartment501,비엔아파트먼트501
BIENSENTI,비엔센티
BIENSUR,비앙쉬르
BIFLAPPER,바이플래퍼
BigHugClub,빅허그클럽
BIGUNION,빅유니온
BIGMOUTH,빅마우스
BIGWAVECOLLECTIVE,빅웨이브컬렉티브
BIKERSTARLET,바이커스탈렛
bilingualwepraywework,바이링구얼위프레이위워크
BILLIONS,빌리언즈
Billys&co,빌리스앤코
BIMBAYLOLA,빔바이롤라
bimble,빔블
BINOVULAR,비노블라
BIORY,바이오리
BIOTHERM,비오템
BIOTHERMHOMME,비오템옴므
BIQUABICHE,비콰비채
BIRKENSTOCK,버켄스탁
birot,비롯
BIRTHDAYSUIT,벌스데이수트
biscuitshop,비스킷샵
BITTERBETTER,비터배터
Bittersweet-Jewels,비터스윗쥬얼스
Bjoue,브쥬
BKBC,비케이비씨
Black&Decker,블랙앤데커
BLACKMONSTER,블랙몬스터
BLACKBLOND,블랙블론드
BLACKSHEEP,블랙쉽
BLACX_YOHANIX,블락스요하닉스
BLAIM,블래임
BLANBLVN,블랑블랑
BLANC&ECLARE,블랑앤에클레어
BlancDecor,블랑데코
BLANCPOOL,블랑풀
blancsurblanc,블랑수블랑
BLANCTOE,블랑토
BLANK,블랭크
blank03,블랭크공삼
BLASKOV,블라스코
BLENZWORKS,블렌즈웍스
BLESSEDMOON,블레스문
BLEUDEPANAME,블루드빠남
BleuBlowStudio,블로블로스튜디오
BLINDLOOKINGFORESSENCE,블라인드루킹포에센스
BLINDNESS,블라인드니스
BLITHE,블라이드
BLONDNINE,블론드나인
BLOSSOM,블러썸
BLOWIND,블로윈드
BLUEELEPHANT,블루엘리펀트
BLUEMOUNTAIN,블루마운틴
bluesand,블루샌드
BLUEVINE,블루바인
BLUNDSTONE,블런드스톤
BLUR1.0,블러1.0
BLUSH,블러쉬
BLUSHED,블러쉬드
BLUV,블러브
BMSFRANCE,비엠에스프랑스
BMUET(TE),비뮈에트
BND,비앤디
BOBBIBROWN,바비브라운
BOBBLE,보블
BODYEFFECT,바디이펙트
BODYLABS,바디랩스
BODYLUV,바디럽
bodypixel,바디픽셀
bohemianblue,보헤미안블루
BoldriniSelleria,볼드리니셀레리아
BolinWebb,볼린웹
BOLSAC,볼삭
BOMANN,보만
BOMGOM,봄곰
BOMIE,보미
BonParfumeur,봉파르퓨메르
BON:E,본이
BONAK,보나크
BONBEAU,봉보
BONIEE,보늬
BONNEMAISON,본메종
BONNIE&BLANCHE,바니&블랜치
BONRAW,본로우
BONSAINTZ,본세인츠
bonuma,본뉴마
BOONTHESHOP,분더샵향수
BOOSTICSUPPLY,부스틱서플라이
BORNCHAMPS,본챔스
Bosign,보사인
BOSQUE,보스크
BOTTEGAVENETA,보테가베네타
BoucheronCollection,부쉐론꼴렉시옹
BoucheronQuatre,부쉐론콰트로
BOUCLIER,부클리어
BOULHAUS,보울하우스
BOURJOIS,부르조아
BOUTIJOUR,부티쥬르
BOUTIQUEbyMikshimai,부티크바이믹시마이
bouton,브통
BOVO,보보
BOWELL,보웰
bowlloon,보울룬
BOWLS,볼즈
boxandcox,박스앤콕스
boycentral,보이센트럴
bpb,비피비
bpbclub,비피비클럽
BRADIPO,브라디포
BRADOR,브라도
BRADY,브래디
Bramble,브람블
BRANS,브랜즈
BRASSBOATS,브라스보트
BRAVADO,브라바도
bravissimo,브라비시모
BREAKTIMEKIT,브레이크타임키트
BreaTheSuit,브리더수트
BREDA,브레다
BREDEMEIJER,브레드메이어
BREETH,브리스
Breha,브레하
BRENDABRENDENSEOUL,브렌다브렌든서울
BRENOWELT,브레노웰트
BRIANA,브리아나
bricbric,브릭브릭
BRICK,브릭
BRIC'S,브릭스
BRIDUN,브리든
Bright&Fit,브라이트앤핏
Brillance,브리앙스
BRILLPIECE,브릴피스
BRINICLE,브리니클
Brino,브리노
briskstyle,브리스크스타일
BRISTON,브리스톤
BRKNVISUAL,브로큰비쥬얼
BROGUEANDMORROW,브로그앤머로우
broister,브로이스터
Brookly,브룩클리
BROWEND.,브로우엔드
BrownHat,브라운햇
BROWNBREATH,브라운브레스
BRUANT,브루앙
BRUMAN,브루먼
BRUNELLOCUCINELLI,브루넬로쿠치넬리
BRUTE,브루트
BSQT,비에스큐티
BT21,비티21
BUBBLEPACK,버블팩
bubilian,버빌리안
BUBP,비유비피
BUBULIERR,부부리에
bucket,버켓
BUDDY,버디
bueno,부에노
Buhee,부희
BULBUL,불불
BUNDAY,번데이
BURBERRY,버버리
BURNING,버닝
butterblossom,버터블라썸
BUTTERO,부테로
BUYBEAM,바이빔
BVH,비브이에이치
BVHOPTICA,비브이에이치옵티카
BVLGARI,불가리
BVP,비브이피
BYBLYTHE,바이블라이스
BYEDIT,바이에딧
BYFAR,바이파
BYHOME,바이홈
bystandard,바이스탠다드
BYTERRY,바이테리
BYTHESEANIKII,바이더씨니키
ByWishtrend,바이위시트렌드
byebyall,바이바이올
Byeuuns,바이언스
BYJIMI,바이지미
BYMOM,바이맘
cd˚l,씨디엘
c.c.kim,씨씨킴
C.O.M.E,씨오엠이바이컬러오브마스프롬어스
C.ROUTINE,씨루틴
CabinZero,캐빈제로
CABLEAMI,케이블아미
CADEAU,꺄도
CAHIERS,까이에
CALIFORNIAPROJECT,캘리포니아프로젝트
CALIQUO,캘리쿠
CallMeBaby,콜미베이비
CALMOMENTREE,캄모멘트리
CALVINKLEINPERFORMANCE,캘빈클라인퍼포먼스
CALVINKLEINWATCH,캘빈클라인와치
CALVINKLEINUNDERWEAR,캘빈클라인언더웨어
CAMON,캠온
CAMELWORK,카멜워크
camino,카미노
CAMPSIDE,캠프사이드
CanadaGoose,캐나다구스
CANDLESHOP1106,캔들샵1106
CANDYLAB,캔디랩
CANDYSHOP,캔디샵
CANLEAP,캔리프
capricieux,카프리슈
carbony,카보니
CAREBODY,케어바디
Carenology95,케어놀로지
CARGOBROS,카고브로스
CARHARTTUS,칼하트US
CARHARTTWIP,칼하트WIP
CARLA,카를라
CarlaNogueres,칼라노길레스
CARMINA,까르미나
CARVEN,까르벵
CARVENJEWELRY,까르벵쥬얼리
CASAALEXIS,까사알렉시스
Caselogic,케이스로직
CASIO,카시오
CASTANER,까스따네르
CATALIC,까탈릭
CATCHBALL,캐치볼
CATERPILLAR,캐터필라
Catrice,캐트리스
CATTLINE,까트린
cauca,카우카
CAVALIENI,까발리에니
CDSD,씨디에스디
celine,셀린느
Cell:Monde,셀몽드
CellarDoor,셀라도어
CellFusionC,셀퓨전씨
celliviate,셀리비아떼
cellmute,셀뮤트
CELLRETURN,셀리턴
Cellunic,셀루닉
CeLLVA,첼바
CELTIVA,셀티바
Cendrillon,센드리온
CENE,씬
CENQUR,쌩큐
CENTURYRECIPES,백년약방
cerabonito,세라보니또
CERACOCO,세라코코
cerade,세라디
CEREAL,시리얼
CERTO,쎄르토
CESTI,세스띠
CETTU,체뚜
CEZANNE,세잔느
CHACO,차코
ChaeLook,채룩
ChaemStreet,챔스트리트
CHAEnewyork,채뉴욕
CHAHONG,차홍
CHAMASPORTSLAB,차마스포츠랩
chamelees,챠멜리
CHAMPION,챔피온
chamychamy,차미차미
CHANCECHANCE,챈스챈스
CHANEL,샤넬
CHARMS,참스
Chasin'rabbits,체이싱래빗
CHAUL,차울
CHAUSSURELAPIN,쇼쉬르라팡
CHAZMMFG.,차즘
CHEAPMONDAY,칩먼데이
CHELL,쉘
Cher.petit,쉐르쁘띠
CHERTOISEOUL,셰르뚜아서울
CHIELEI,키에레이
CHILDISHARCHIVE,차일디시아카이브
CHILEWICH,칠리위치
CHINDOWN,친다운
CHIQUITA,치키타
CHISWICK,치스윅
CHLOE,끌로에
ChloePerfume,끌로에
CHLOEKIM,끌로이킴
CHOISI,쵸이지
CHOISY,초이시
CHORRD,코드
chosungah22,조성아22
CHOUCHOUBEAUTE,슈슈보떼
Chouettesape,슈엣뜨샤폐
CHRISCHRISTY,크리스크리스티
ChristianDior,크리스챤디올
ChristianLouboutin,크리스챤루부탱
CHRISTINEPROJECT,크리스틴프로젝트
CHUBASCO,츄바스코
CHUMS,첨스
chungpepe,청페페
cieldechao,씨엘드차오
cielcoco,씨엘코코
CIELTOKTOK,씨엘톡톡
CITIZEN,시티즌
CITYBREEZE,시티브리즈
CITYLIFE,시티라이프
CLABIEN,클라비엔
CLAE,클레이
CLANK,클랭크
claon,클라온
CLARKS,클락스
Clatage,클래티지
CLATO,클라토
CLAYONG,클레용
CLECLE,클레클레
clemencejewelry,클레멍스주얼리
clet,클렛
clets,클레츠
CLEVERMOVE,클레버무브
CLICCLAC,클릭클락
CLINIQUE,클리니크
CLLIB,클립
CLOCLOTHES,씨엘제로클로즈
CLOMOR,클로모르
CLOTHEST.,클로제스트
CLOVE,클로브
ClueDeClare,클루드클레어
CLUTSTUDIO,클럿스튜디오
CMNOD,커먼오드
CO/RCA,코르카
COACH,코치
COAGMENT,코아그먼트
COASTWONDER,코스트원더
COCCINELLE,코치넬레
COCOCITYBOYS,코코시티보이즈
cocorobox,코코로박스
cocozelle,코코젤리
Codements,코드먼츠
CODENAME:LOOLAPALOOZA,코드네임룰라팔루자
CODESCOMBINEINNERWEAR,코데즈컴바인이너웨어
coeternal,코이터널
Coett,코엣
COICOI,쿠아코이
COINONIA,코이노니아
colaunt,코런트
COLDWARM,콜드웜
COLEHAAN,콜한
COLETTE,콜레트
ColetteMalouf,꼴레트말루프
Coleu,콜유
COLLABOMARKET,콜라보마켓
COLLABOTORY,콜라보토리
collagebyL,꼴라쥬바이엘
collagevacance,꼴라주바캉스
COLLEVE,콜레브
colorandsentence,컬러앤센텐스
COLORCOLLA,컬러콜라
COLORTAILOR,컬러테일러
COLORMOS,컬러모스
column,칼럼
combstudio,콤스튜디오
comebello,꼬메벨로
COMEITTO,코메이토
comfortzone,컴포트존
comfortlab,컴포트랩
COMINGSTEP,커밍스텝
"comma,c",콤마씨
CommedesGarcons,꼼데가르송
CommedesGarconsShoes,꼼데가르송슈즈
COMMESE-A,꼼시아
CommeTuEs,꼼투에
COMME.R,꼼므알
commeD723,꼼므드723
COMMEGEE,꼼므지
COMMODNOL,꼬모드놀
COMMONGOOD,커먼굿
COMMONPROJECT,커먼프로젝트
CommonProjects,커먼프로젝트
COMMONSTANDARD,커먼스탠다드
commonsense,커먼센스
COMOELLA,꼬모엘라
COMONINOZ,꼬모니노즈
COMSONNOT,꼼소넛
COMSPACE1980,컴스페이스1980
conceptcollege,컨셉트컬리지
CONDENSE,콩당세
confeito,콘페이토
CONICHIWABONJOUR,곤니치와봉주르
conique,코니크
CONNcreate,콘크리트
CONOCIDOJEEN,코노시도진
CONTE,콘테
CONTEDETULEAR,꽁티드툴레아
CONTEMPO.H,컨템포에이치
ContemporaryAccounts,컨템포러리어카운츠
CONTINEW,컨티뉴
contour,꽁뚜
CONVERSE,컨버스
CONVEY,컨베이
COOBINOX,쿠비녹스
COOKERY,쿠커리
COOLENOUGHSTUDIO,쿨이너프스튜디오
COOLA,쿨라
COOPERSTOWN,쿠퍼스타운
COOTERBOY,쿠터보이
COPERNI,코페르니
COQ,씨오큐
COQUETSTUDIO,코케트스튜디오
CORALIQUE,코랄리크
Cord.,코드
CORNERCOLUMN,코너칼럼
Cortelco,코텔코
COSMICMANSION,코스믹맨션
COSMICMOMENT,코스믹모먼트
COSMOGALLERY,코즈모갤러리
cosmology,코스몰로지
COSRX,코스알엑스
coteacote,꼬떼아꼬떼
cotoit,꼬뜨와
COTSBI,코츠비
COTTA,코타
COUCOU,코우코우
COURBUI,코르뷔
COURONNE,쿠론
COURRI,코우리
cover-letters,커버레터스
COVERMENT,커버먼트
COVERS,커버스
COVETBLAN,코벳블랑
COY,코이
CPCompany,CP컴퍼니
CPGN,꼼파뇨
CPR,씨피알
CRAFTSCLIP,크래프츠클립
CRANK,크랭크
CRANNE,끄란느
CRASHBAGGAGE,크래쉬배기지
CrazyCarWashCrew,크레이지카워시크루
CREME,크렘
CROCHEANT,크로쉐안트
CROCS,크록스
CROON,크룬
CROQUISGLOW,크로키글로우
CROWCANYONHOME,크로우캐년홈
CRYSTAL,크리스탈데오드란트
CSJFUR,씨에스제이퍼
ctwins,씨트윈스
CUD,커드
cuero,쿠에로
CUISSEDEGRENOUILLE,퀴쓰드그레누이오
CULTUREMART,컬처마트
CUREPROGRAM,큐어프로그램
cureit,큐어릿
CURESYS,큐어시스
curetty,큐리티
CURIEPIERREMARIE,퀴리피에르마리
CURLYSHYLL,커리쉴
Current,커렌트
CUSTOMUS,커스텀어스
CUSTOMADEREPUBLIC,커스텀에이드리퍼블릭
CUSTOMELLOW,커스텀멜로우
CUSTOMMOOD,커스텀무드
CUTANE,쿠텐니
CUTBINE,컷바인
Cutiepie,큐티파이
CYAARVO,시아보
CYNO,싸이노
dgoodreal,디굿리얼
DHand,디핸드
D.A.T.E,데이트
D.CRAFT,디크래프트
D.elfin,디엘핀
D.FLEUR,디플레르
D.O.T.,디오티
D.PRIQUE,디프리크
D`ALBA,달바
DA:EL,다엘
dadamong,다다몽
Daejoongso,대중소
DAILYINN,데일리인
DailyMirror,데일리미러
DAIRLENMODE,다이르렌모드
DAKSLONDON,닥스런던
DAL,달
Daleaf,달리프
DALMORAE,달모래
DALQUEEN,달퀸
DALTON,달튼
DAMAGEMNEMONIC,데미지니모닉
DanaBurton,다나버튼
Dangledrop,댕글드랍
DANI,다니
DANMI,단미
DANSK,단스크
DANSKIN,단스킨
DANTIDOTE,디앤티도트
DANTON,단톤
DAONATO,다온아토
Daphne,다프네
DAQD,디에이큐디
DARI,다리
DARNTOUGH,단터프
dartelier,달뜰리에
DAVIDSTONE,데이빗스톤
davines,다비네스
dawnanddusk,다운앤더스크
DAYAFTERDAY,데이애프터데이
DAYCRAFT,데이크라프트
DAYDARE,데이데어
DAYLIFE,데이라이프
DAYLIGHTNEWYORK,데일라잇뉴욕
daymellow,데이멜로우
DAZEDAYZ,데이즈데이즈
DCLIP,디클립
DDPOP,디디팝
ddtt,디디티티
delalune,데라룬
DeMay,드메이
DENOBLE,디노블
depoupee,드뿌삐
Devaleur,드벨르
DEAMUSE,디어뮤즈
DEANS,딘스
DEARAMERICANO,디어아메리카노
DEARDRACENA,디어드라세나
DEARMAISON,디어메종
DEARMILER,디어마일러
DEARMYDAUGHTER,디어마이도터
DEARPEGGY,디어페기
dearyu,디어류
de'arciel,드아르씨엘
DEARDAHLIA,디어달리아
DearK,디어케이
dearpeer,디어피어
DEARSTALKER,디어스토커
DEBASSQQ,드바스크
DEBB,뎁
DebuTante,데뷰턴트
DECKE,덱케
DECOVIEW,데코뷰
DEEPBROW,딥브로우
DEEPERENCE,딥퍼랑스
Deerma,디어마
DEFAULT,디폴트
DeFemme,드팜므
DEFOND,드퐁
Defrag,디프래그
defunc,디펑크
DEHO,데호
deilive,데이리브
deJouet,드쥬에
Delan,딜랑
delidi,딜라이디
DELIGHTPOOL,딜라잇풀
DELILIUM,델리리움
DELL’EST,델레스트
Delsey,델시
DeMAKER,드메이커
DEMAN,드만
DEMARS,드마스
DEMERE,드미어
demeriel,드메리엘
DEMETER,데메테르
DEMONHIDE,데몬하이드
DEMONSTRATE,데몬스트레이트
DENIVEL,드니벨
DENMADE,덴메이드
DENOMME,데노메
