영문명,국문명
CALVINKLEINWATCH,캘빈클라인와치
CALVINKLEINUNDERWEAR,캘빈클라인언더웨어
CAMELWORK,카멜워크
CAMPSIDE,캠프사이드
CanadaGoose,캐나다구스
CANDYSHOP,캔디샵
CANLEAP,캔리프
CARGOBROS,카고브로스
CARHARTTUS,칼하트US
CARHARTTWIP,칼하트WIP
CARMINA,까르미나
CARVEN,까르벵
Caselogic,케이스로직
CASIO,카시오
CASTANER,까스따네르
CATCHBALL,캐치볼
CATERPILLAR,캐터필라
CAVALIENI,까발리에니
celine,셀린느
CESTI,세스띠
CHACO,차코
ChaemStreet,챔스트리트
CHAMASPORTSLAB,차마스포츠랩
CHAMPION,챔피온
CHANCECHANCE,챈스챈스
CHANEL,샤넬
CHARMS,참스
CHAZMMFG.,차즘
CHEAPMONDAY,칩먼데이
CHILDISHARCHIVE,차일디시아카이브
CHINDOWN,친다운
CHIQUITA,치키타
CHISWICK,치스윅
CHLOE,끌로에
CHOISI,쵸이지
Chouettesape,슈엣뜨샤폐
CHRISCHRISTY,크리스크리스티
ChristianDior,크리스챤디올
ChristianLouboutin,크리스챤루부탱
CHUBASCO,츄바스코
CHUMS,첨스
CITIZEN,시티즌
CLAE,클레이
CLARKS,클락스
Clatage,클래티지
CLATO,클라토
CLAYONG,클레용
CLICCLAC,클릭클락
CLLIB,클립
CLOMOR,클로모르
CLOVE,클로브
ClueDeClare,클루드클레어
CLUTSTUDIO,클럿스튜디오
CMNOD,커먼오드
COACH,코치
COASTWONDER,코스트원더
COCOCITYBOYS,코코시티보이즈
Codements,코드먼츠
CODENAME:LOOLAPALOOZA,코드네임룰라팔루자
CODESCOMBINEINNERWEAR,코데즈컴바인이너웨어
COICOI,쿠아코이
colaunt,코런트
COLDWARM,콜드웜
COLEHAAN,콜한
COLLABOMARKET,콜라보마켓
COLLABOTORY,콜라보토리
collagebyL,꼴라쥬바이엘
COLLEVE,콜레브
COLORCOLLA,컬러콜라
"comma,c",콤마씨
CommedesGarcons,꼼데가르송
CommedesGarconsShoes,꼼데가르송슈즈
COMMONPROJECT,커먼프로젝트
CommonProjects,커먼프로젝트
COMMONSTANDARD,커먼스탠다드
commonsense,커먼센스
COMONINOZ,꼬모니노즈
COMSONNOT,꼼소넛
COMSPACE1980,컴스페이스1980
conceptcollege,컨셉트컬리지
confeito,콘페이토
CONICHIWABONJOUR,곤니치와봉주르
ContemporaryAccounts,컨템포러리어카운츠
CONVERSE,컨버스
COOPERSTOWN,쿠퍼스타운
COQ,씨오큐
COQUETSTUDIO,코케트스튜디오
CORALIQUE,코랄리크
Cord.,코드
COSMOGALLERY,코즈모갤러리
coteacote,꼬떼아꼬떼
COUCOU,코우코우
COURONNE,쿠론
COVERMENT,커버먼트
COY,코이
CPCompany,CP컴퍼니
CPGN,꼼파뇨
CRANK,크랭크
CRASHBAGGAGE,크래쉬배기지
CrazyCarWashCrew,크레이지카워시크루
CROCS,크록스
CUISSEDEGRENOUILLE,퀴쓰드그레누이오
CULTUREMART,컬처마트
Current,커렌트
CUSTOMUS,커스텀어스
CUSTOMADEREPUBLIC,커스텀에이드리퍼블릭
CUSTOMELLOW,커스텀멜로우
CUSTOMMOOD,커스텀무드
CYAARVO,시아보
D.A.T.E,데이트
D.PRIQUE,디프리크
Daejoongso,대중소
DAILYINN,데일리인
DAIRLENMODE,다이르렌모드
DAKSLONDON,닥스런던
DALQUEEN,달퀸
Dangledrop,댕글드랍
DANTIDOTE,디앤티도트
DANTON,단톤
DAONATO,다온아토
DARNTOUGH,단터프
dartelier,달뜰리에
DAVIDSTONE,데이빗스톤
dawnanddusk,다운앤더스크
DAYDARE,데이데어
DAYLIFE,데이라이프
DAYLIGHTNEWYORK,데일라잇뉴욕
DCLIP,디클립
DEANS,딘스
DEARMILER,디어마일러
DEARSTALKER,디어스토커
DEBASSQQ,드바스크
DEFAULT,디폴트
DEFOND,드퐁
Defrag,디프래그
DEHO,데호
DELILIUM,델리리움
DeMAKER,드메이커
DEMAN,드만
DEMONHIDE,데몬하이드
DEMONSTRATE,데몬스트레이트
DENIVEL,드니벨
DENMADE,덴메이드
DEPASCAL,디파스칼
DEPIEDE,드피에드
DERROHE,데어로에
DESCENTE,데상트
DesignLetters,디자인레터스
DEVERRMAN,드베르망
DEWEDEWE,듀이듀이
Dewydesert,듀이데저트
DGNAK12,디그낙12
Dgre,디그레
DIAFELIZ,디아펠리즈
DICKIES,디키즈
Di-EPHOD,디에봇
DIESEL,디젤
DIMITRIBLACK,디미트리블랙
DIOR,디올
DiorHomme,디올옴므
DITTO,디토
DKNY,디케이엔와이
DNSR,디앤써
DOCONCEPT,두컨셉
DOGLTD,도그리미티드
DOIY,도이
Dolce&Gabbana,돌체앤가바나
DOMBA,돔바
DON`TASKMYPLAN,돈애스크마이플랜
doniray,도니레이
dontforgetme,돈포겟미
doratore,도라토레
DOUBLEADRENALINESYNDROME,더블아드레날린신드롬
DOUBLELOVERS,더블러버스
DOZOH,도조
DRDENIM,닥터데님
DR.MARTENS,닥터마틴
DREAMWORLD,드림월드
DRIFE,드라이프
DSQUARED2,디스퀘어드
DUBLIN,더블린
DUFFIE,더피
DUJES,듀제스
DUKAAIF,듀카이프
DunstforMEN,던스트포맨
DunstforWOMEN,던스트
dustymauve,더스티모브
DUXS,덕스
DVINE,디바인
DWMU,디더블유엠유
DWSCOMPANY,드러그위드아웃사이드이펙트
DYS,디와이에스
EDE,이드
EARPEARP,어프어프
EARTHUS,어더스
ease,이즈
EASTINDIGO,이스트인디고
EASTLOGUE,이스트로그
EASTPAK,이스트팩
EBBETSFIELD,이벳필드
EDITION,에디션
EDWARDMAX,에드워드맥스
eeasee,이즈
EFELD,에펠드
egarden,에가든
EIFFELCLASSIC,에펠클래식
EIRENE,에이레네
EKAN,에칸
Eleph,엘리프
ELLIOTI,엘리오티
Elliott,엘리엇
ellonarc,엘런아크
ELOQ,엘록
ELWKStudio,잇리브워크
ELYONA,엘리오나
EMIS,이미스
EMPORIOARMANI,엠포리오아르마니
EMPORIOARMANIUNDERWEAR,엠포리오아르마니언더웨어
ENGINEEREDGARMENTS,엔지니어드가먼츠
Enigma,이니그마
ENRICH,인리치
ENTHUSIA,엔더시아
ENZOBLUES,엔조블루스
EONE,이원
EOTS,이오츠
eoustudio,이오스튜디오
EP2B70,이피이비칠공
ephe,에페
EPICSODE,에픽소드
Eponym,에포님
ESFAI,에스파이
ESN,이에스엔
ESPASOLE,에스파솔
ESSENSISTUDIO,에센시스튜디오
ETELIN,에뗄린
ETHNOTEK,에스노텍
ETRE,에터
EVANCHRIS,에반크리스
EVANLAFORET,에번라포레
EVERKI,에버키
EXCELSIOR,엑셀시오르
Extraordinary,엑스트라오디너리
EYEYE,아이아이
EZIO,이지오
F_WD,포워드
FABERFINGER,파베르핑거
FACETION,페이션
FAKEME,페이크미
FANACULT,파나컬트
FantasticGeneration,판타스틱제너레이션
FANTASTICPLANET,판타스틱플래닛
FASSweden,파스스웨덴
FASTPACKINGSERVICE,패스트패킹서비스
FatalGhost,페이탈고스트
Fatalism,페이탈리즘
FearofGod,피어오브갓
FEIYUE,페이유에
FELLAS1932,펠라스1932
FELTICS,펠틱스
FENDI,펜디
FENNEC,페넥
FERKER,페르커
Ferragamo,페라가모
FESSONIA,페소니아
FFAI,파이
FIBRENO,피브레노
FIELDMANUAL,필드매뉴얼
FILA,휠라
FILLCHIC,필시크
filobisknot,필로비스놑
FILSON,필슨
findchillin,파인드칠린
FINNLEE,핀리
FIRENZEATELIER,피렌체아뜨리에
FITFLOP,핏플랍
FITZGERALDLOVE,피츠제럴드러브
FIXNOTHING,픽스낫띵
flan,플랑
FLAREUP,플레어업
FLASK,플라스크
FLEECEMELBOURNE,플리스멜번
FLEXIN,플렉싱
FLEXXION,플렉션
FLIT101,플릿101
FLOOD,플러드
flotte,플로트
FLOWOOM,플로움
FLUID,플루이드
FLUIRE,플뤼르
FLUKE,플루크
FOCE,포체
FOSSA,포사
FOSSIL,파슬
FOURTH'k,포스케
FRAAS,프라스
FRAMEHUNT,프레임헌트
FRANKCUSTOM,프랭크커스텀
FRANKLY,프랭클리
FREDPERRY,프레드페리
FREDRIQUECONSTANT,프레드릭콘스탄트
FREEAK,프리크
FREEWORLD,
FREI,프라이
FREIHEIT,프라이하잇
FREIKNOCK,프라이노크
FRENDS,프렌즈
FRIDAYMIDNIGHT,프라이데이미드나잇
FROMPJ,프롬피제이
FROMHENCE,프롬헨스
FROMMARK,프롬마크
FRONTROW,프론트로우
FRONTROWMEN,프론트로우맨
FRUI,프루이
FRUITOFTHELOOM,프룻오브더룸
FUGUGENELABORATORY,푸구진래버러토리
FUMAGALLI1891,푸마갈리
funshop,펀샵
GABRIELLEE,가브리엘리
GAC,객
GAINSBORO,게인스보로
GAKURO,가쿠로
galleryofthetrousers,고트
GANT,간트
GAP,갭
GARCONTIMIDE,가르송티미드
GARMENTLABLE,가먼트레이블
GaucheStudio,고쉬스튜디오
GAVANC,가반
GC,지씨
GEAR3,기어쓰리
GEEKTA,긱타
GEIGER,가이거
GENERALCOTTON,제너럴코튼
GENERALIDEASTANDARD,제너럴아이디어스탠다드
GENZIE,겐지
GILDAN,길단
GIORGIOARMANI,조르지오아르마니
GiuseppeZanotti,쥬세페자노티
GIVENCHY,지방시
GLAMBEE,글램비
GLASSESCOVE,글래시스코브
GLIMMER,글리머
GOALSTUDIO,골스튜디오
GODJAKE,갓제이크
GOLACLASSICS,골라클래식
GOLDENGOOSE,골든구스
GOLDENAI,골든아이
GONAK,고낙
GONIGONI,고니고니
GoodLifeWorks,굿라이프웍스
GoodNight&GoodLuck,굿나잇앤굿럭
GOODON,굿온
GOODNIGHTDAVE,굿나잇데이브
gorrogorra,고로고라
GOYARD,고야드
goyu,고유
GOZER,고저
GRAENN,그라인
grafikplastic,그라픽플라스틱
GRAFIKUS,그래피커스
GRAFT,그래프트
gram,그램
GRAVER,그레이버
grayhue,그레이휴
GRAYGRAY,그레이그레이
GRAYNOISE,그레이노이즈
grds,그라더스
GREEDILOUS,그리디어스
greenerycreed,그리너리크리드
GREGORY,그레고리
GRIMPER,글림퍼
GROSSINVENTORY,그로스인벤토리
GROUNDWAVE,그라운드웨이브
G-SHOCK,지샥
GUCCI,구찌
GUERNSEYWOOLLENS,건지울른스
GUIL.F,길프
GYMMASTER,짐마스터
HACIE,하시
HAHARCHIVE,하아카이브
HALBKREIS,하프크라이즈
HALEINE,알렌느
HALEINEFORMEN,알렌느포맨
HALFPENNI,하프페니
Hamilton,해밀턴
HANAH,하나
hance,핸스
HANDSINTHEPOCKET,핸즈인더포켓
HANES,헤인즈
HAPPENING,해프닝
happiestness,해피스트니스
HARDBOILEDCOMICS,하드보일드코믹스
HARUTA,하루타
hasto,하스토
HATISS,하티스
HATSTORY,해츠토리
havaianas,하바이아나스
HAVEAGOODTIME,해브어굿타임
HAVELESS,해브레스
HAVEHAD,해브해드
HAVEOFFDUTY,해브오프듀티
hazler,하즐러
HAZZYS,헤지스
HBA,후드바이에어
HEALTHYBACKBAG,헬시백
HEATHOLDERS,히트홀더스
HEELTOP,힐탑
HEICHBLADE,에이치블레이드
HEIMAT,하이맛
Heimdallr,헤임달
heradi,허라디
HEROESofHISTORY,히어로즈오브히스토리
HERONPRESTON,헤론프레스톤
HERSCHEL,허쉘
HESTIVO,헤스티보
Hevitz,가죽공방헤비츠
HEXED,헥시드
HEYEDDY,헤이에디
HEYDUDE,헤이두드
HEYS,헤이즈
HIBROW,하이브로우
HIDEOUT,하이드아웃
HIFIFNK,하이파이펑크
HIGHSIERRA,하이시에라
highcollar,하이칼라
HINGE,힌지
HOKAONEONE,호카오네오네
Holimoda,홀리모다
HOLYNUMBER7,홀리넘버세븐
HOMFEM,옴펨
HORLISUN,홀리선
HostingHouse,호스팅하우스
HOTDEW,핫듀
HOTELCERRITOS,호텔세리토스
HOURMINUTESECONDS,아워미닛세컨즈
HOWHY,하와이
HOWLIN,하울린
HOZE,호재
HugoBoss,휴고보스
HUMANT,후망
HUNBO,훈보
HUNTER,헌터
HUPOT,휴팟
Hustad,휴스타드
HUTOAN,후톤
HVHUMVEE,에이치브이험비
HVPE,에이치브이피이
hybition,하이비션
hyeres-lor,이에르로르
HYIIⁿ,하이투
HYPERFOOTWEAR,하이퍼풋웨어
HYUNDOBAE,현도배
ihatemonday,아이헤이트먼데이
ILOVEUGLY,아이러브어글리
IAMGROUND,아이엠그라운드
Iannmore,아이앤모어
ICONOGRAPHY,아이코노그라피
IDEAEND,아이디어엔드
IDONTCARE,아이돈케어
IFYOUWANT,이퓨원트
igloves,아이글로브스
IHNOMUHNIT,이놈어닛
IISE,이세
ILCORSO,일꼬르소
ilyand,일리앤
IMMATERIAL,이메테리얼
INCASE,인케이스
INDIGOCHILDREN,인디고칠드런
INDOORS,인도어스
INGSY,잉시
INNERCITYAUDIO,이너시티오디오
INNERKIND,이너카인드
INPREP,인프랩
INROWS,인로우스
INSTANTFUNK,인스턴트펑크
INSTANTSUPPLYCO.,인스턴트서플라이
INTERBREED,인터브리드
INTHEAIR,인디에어
INTHERAW,인더로우
INTHESTAR,인더스타
IOLO,이올로
IRONYPORN(O),아이러니포르노
IRYUK,이륙
ISABELMARANT,이자벨마랑
IslandSlipper,아일랜드슬리퍼
issi,이시
ITHINKSO,아이띵소
ITSBAG,잇츠백
IYSO,이소슈즈
IZOLA,아이졸라
IZRO,이즈로
JVINEYARD,제이빈야드
j.daul,제이다울
J.ESTINA,제이에스티나
JACKGOMME,잭곰
JACKNICKLAUS,잭니클라우스
JADEM,제이드엠
jainsong,제인송
JALANSRIWIJAYA,잘란스리와야
JAM`T,잠트
JAMMER,잼머
JAMSTREET,잼스트리트
jegalhun,제갈훈
JEILIM,재이림
JENNER,제너
JENNYPARK,제니팍
JERRYBAG,제리백
JewelryLetter,주얼리레터
JIDA,지다
JILSANDER,질샌더
JILY.,질와이
JILLBYJILLSTUART,질바이질스튜어트
JILLSTUARTNEWYORKACC,질스튜어트뉴욕액세서리
JILLSTUARTSPORT,질바이스튜어트스포츠
JILLSTUARTSPORTNEWYORK,질스튜어트스포츠뉴욕
JIMMYCHOO,지미추
JIMMYTAILOR,지미테일러
JinnyKim,지니킴
JogumanStudio,조구만스튜디오
JohnGyu,존규
JOOSOOLOO,주수루
JOSEPH&STACEY,조셉앤스테이시
Josepht,조셉트
JOSHUASANDERS,조슈아샌더스
JOURNEYMAN,저니맨
JRIUM,제이리움
JSNYMEN,제이에스엔와이맨
JUANHOMME,주앙옴므
JunbyJunk.,준바이준케이
JUSTCRAFT,저스트크래프트
JustforMe,저스트포미
JUSTJINNY,저스트지니
JUSTO,주스토
JWO,제이더블유오
KAFFEINE,카페인
KAMOGRAPH,카모그라프
KANEITEI,카네이테이
KANGOL,캉골
KAPPYDESIGN,캐피디자인
KARAWAY,카라웨이
KARHU,카르후
KATHARINEHAMNETTLONDON,캐서린햄넷
katiacho,카티아조
KATIN,케이튼
KAVU,카부
Keds,케즈
keek,키크
keemoon,키믄
KEEN,킨
keep’em,키픔
KENNETHCOLE,케네스콜
KENZO,겐조
KERRYWOOLLENMILLS,케리울른밀즈
KEYMUN,키먼
KIMYUNG,기명
KICKTHEBEAT,킥더빗
Kijun,기준
KILIJARO,킬리자로
KIMAURA,키마우라
KINDERSALMON,킨더살몬
KIRSH,키르시
KIRUNA,키루나
kitschobjet,키치오브제
KITSCHS,키치스
KLASSE14,클라쎄14
KLEMAN,클레망
knickerbocker,니커보커
KNITLY,니틀리
KNOCKER'SHANDCo.,노커즈핸드
kokyuu,코큐
KOLCA,콜카
KOLEAT,콜릿
KOLOK,콜록
KOMOREBI,코모레비
KompaktRecordBar,콤팩트레코드바
konus,코너스
KOSIDE,코시드
KOSMOSYU,코스모슈
KOYU,코유
KOZNOK,코즈넉
Kram,크람
kroei,크로이
KRUCHI,크루치
kuhoplus,구호플러스
KUME,쿠메
KUROY,쿠로이
KwakHyunJooCollection,곽현주컬렉션
K-WAY,까웨
KWIM,크윔
KYE,카이
kyimer,카이머
kyishoo,카이쇼
LaBelleEpoque,벨에포크
LaFudgeStore,라퍼지스토어
LAMERMAMAISON,라멀마메종
LAMIENNE,라미엔느
LAB101,랩원오원
LAB12,랩12
LABELESS,레이블리스
LABORDAY,레이버데이
LACKOFCOLOR,랙오브컬러
LACO,라코
LACOSTE,라코스테
LAFAYETTE,라파예트
Lamadang,라마당
LAMBRETTA,람브레타
LANDOR&HAWA,랜도르앤하와
LANVIN,랑방
LAPIZSENSIBLE,라피스센시블레
LAR,엘에이알
LARTIGENT,라티젠
LARTIGENTL'HOMME,라티젠옴므
LASH,래쉬
LASSOM,라쏨
LastNightMovie,라스트나잇무비
laulhere,로레르
LaurencePaul,로렌스폴
LAVENHAM,라벤햄
Lavishe,라비쉬에
LAYDEN,레이든
LAYERUNION,레이어유니온
LAYLAJU,라일라주
LAZYDAWN,레이지던
LEAREVEY,르아르베이
lecashmere,르캐시미어
LeCordonnier,르꼬르도니에
LEMOHO,르모호
Lemouton,르무통
LE17SEPTEMBREHOMME,르917옴므
LE2,레투
LEATHERWORKS,레더웍스
LEATHERLESS,레더리스
Lecoqsportif,르꼬끄스포르티브
LECYTO,레씨토
LEE,리
LEEJO+Y,이조이
leeso,이소
LEFFAMSTERDAM,레프암스테르담
LEFT,레프트
Left-Right,레프트라이트
LEIRE,르아르
LEIUR,레이어
LEJI,레지
LEMARD,르마드
Lemonplet,레몬플렛
lenoid,르노이드
LENTO,렌토
LESARTIST,레스아티스트
LETQSTUDIO,레티켓스튜디오
LETTER_COMO,레테르코모
LEVI'S,리바이스
LEXON,렉슨
LIBER,리베르
LIBERTENG,리베르탱
LIEUHOMME,리우옴므
LIFEARCHIVE,라이프아카이브
LIFEFORMULA,라이프포뮬라
LifeWork,라이프워크
LIFULMINIMALGARMENTS.,라이풀미니멀가먼츠
LIINTA,린타
LIKECANDY,라이크캔디
LIKESOMEMORE,라이크썸모어
LIKELIHOOD,라이클리후드
LIMTSTUDIOS,림트스튜디오
LindaFarrow,린다페로우
LINE04,라인공사
LINING,리닝
LIQUOR,리커
Liz'sTail,리즈테일
LLOYD,로이드
LMC,엘엠씨
loaxual,로액슈얼
LOCALSONLY,로컬스온리
Locate,로케이트
LOEIL,로에일
LOEWE,로에베
LOHNT,론트
loiter_loiter,로이터로이터
LOJEL,로젤
LONDONGROCERYMARKET,런던그로서리마켓
LONDONTRADITION,런던트레디션
LONER,로너
LONSDALE,론즈데일
LOOKAST,룩캐스트
LOOKING4U,루킹포유
LordJohnGrey,로드존그레이
Lorenzobanfi,로렌조반피
LoroPiana,로로피아나
LOSTGARDEN,로스트가든
LOTUFF,로터프
LOUISVUITTON,루이비통
LoungeAPT,라운지에이피티
LOUPSBLANCS,루블랑
LOVLOV,로브로브
LOWCLASSIC,로우클래식
LRDISCONNECT,엘알디스커넥트
Luccica,루치카
LUCKIES,럭키스
LUCKYMARCHE,럭키마르쉐
LUCKYPLANET,럭키플래닛
LUCO,루코
LUGNER,루그너
LUGZ,러그즈
LUMBERJACK,럼버잭
LUMINOX,루미녹스
LUNECAVE,룬케이브
LUONEER,루오니어
LUVISTRUE,러브이즈트루
lyceenne,리센느
M.MOUSTACHE,엠머스타쉬
M.Nii,엠니
M082,엠공팔이
MACMOC,마크모크
MACARTHUR,맥아더
MACKBARRY,맥베리
MACKAGE,맥케이지
MADFACTORY,매드팩토리
MADGOAT,매드고트
MADMARS,매드마르스
Magforce,맥포스
MagforceBlacklabel,맥포스블랙라벨
MAGOODGAN,맥우드건
mahogani,마호가니
MAINBOOTH,메인부스
MAISONKITSUNE,메종키츠네
MAISONKITSUNE,매종키츠네
MAISONMARGIELA,매종마르지엘라
MAISONMINED,메종미네드
